GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Average trip speed(whilst moving only)(km/h),Engine Coolant Temperature(å¡C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel used (trip)(gal),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Hybrid Battery Charge (%)(%),Intake Manifold Pressure(psi),Speed (OBD)(km/h),Speed (GPS)(km/h),Trip time(whilst moving)(s)
Sat Aug 16 19:01:10 GMT+05:30 2014,01:09.5,79.86434262,6.88779794,0,5,-81.69999695,0,0.20111294,-7.40287161,5.88015938,-0.01706791,-0.03263412,0.02245327,-0.7585299,0.49940461,-,14.69999981,25.60243988,87,0,0,0,-,0.23163302,-,-,-,14.64881134,0,0,2045.343018
Sat Aug 16 19:01:10 GMT+05:30 2014,01:10.0,79.86434262,6.88779794,0,5,-81.69999695,0,0.08619126,-7.19218206,6.12915611,-0.01770288,-0.03038556,0.01269098,-0.74583894,0.51892918,-,14.69999981,25.60243988,87,0,0,0,-,0.23163302,-,-,-,14.64881134,0,0,2045.343018
Sat Aug 16 19:01:11 GMT+05:30 2014,01:10.5,79.86434262,6.88779794,0,5,-81.69999695,0,-0.12449849,-6.97191525,6.4547677,-0.01240128,-0.02827909,-0.00292869,-0.71459961,0.55797833,-,14.69999981,25.60243988,87,0,0,0,-,0.2316352,-,-,-,14.64881134,0,0,2045.343018
Sat Aug 16 19:01:11 GMT+05:30 2014,01:11.0,79.86434262,6.88779794,0,5,-81.69999695,0,-0.07661445,-6.92403126,6.44519091,-0.01669431,-0.02918586,-0.0068336,-0.70971847,0.55700213,-,14.69999981,25.60243988,87,0,0,0,-,0.23163714,-,-,-,14.64881134,0,0,2045.343018
Sat Aug 16 19:01:12 GMT+05:30 2014,01:11.5,79.86434263,6.88779795,0,5,-81.69999695,0,-0.05746084,-7.01979923,6.50265169,-0.00556892,-0.04284868,-0.00390492,-0.71557581,0.56285948,-,14.69999981,25.5958271,87,0,0,0,-,0.2316391,-,-,-,14.64881134,5,0,2045.344971
Sat Aug 16 19:01:12 GMT+05:30 2014,01:12.0,79.86434263,6.88779795,0,5,-81.69999695,0,-0.01915361,-7.01979923,6.54095888,-0.00292671,-0.02159256,-0.00195246,-0.71557581,0.56676441,-,14.69999981,25.5958271,87,0,0,0,-,0.2316561,-,-,-,13.92362309,5,0,2045.880005
Sat Aug 16 19:01:12 GMT+05:30 2014,01:12.6,79.86434263,6.88779795,0,5,-81.69999695,0,-0.61291564,-6.73249531,6.44519091,-0.02887189,-0.00644952,-0.04197785,-0.72045696,0.58238411,-,11.83339214,25.58985901,87,80,0,734.25,-,0.2316561,-,-,-,13.92362309,7,0,2046.365967
Sat Aug 16 19:01:13 GMT+05:30 2014,01:13.0,79.86434264,6.88779794,0,5,-81.69999695,0,-0.20111294,-7.08683681,6.78995609,0.01968092,-0.07234324,-0.02147704,-0.65114474,0.5599308,-,11.83339214,25.58517838,87,88.62744904,45.49019623,1706.25,-,0.23185161,-,-,-,13.48850918,11,0,2046.832031
Sat Aug 16 19:01:14 GMT+05:30 2014,01:13.5,79.86434049,6.88780755,1.75,5,-81.59999847,347.4,0.04788403,-7.69975281,6.41646051,0.04070705,0.02617948,-0.01366721,-0.78195941,0.56383568,-,14.69999981,25.58114243,87,88.62744904,58.4313736,1622.5,-,0.23203567,-,-,-,13.19843388,13,6.29999971,2047.334961
Sat Aug 16 19:01:14 GMT+05:30 2014,01:14.0,79.86434049,6.88780755,1.75,5,-81.59999847,347.4,-0.10534488,-7.34541082,5.88015938,-0.02180547,-0.06009575,0,-0.7243619,0.49842837,-,14.69999981,25.58114243,87,86.27451324,55.68627548,1622.5,-,0.23219657,-,-,-,13.63354778,13,6.29999971,2047.838013
Sat Aug 16 19:01:15 GMT+05:30 2014,01:14.6,79.86431938,6.88786038,2.75,5,-82.59999847,341.9,0.30645782,-7.15387487,6.32069254,-0.00739425,-0.04434839,-0.00488114,-0.7243619,0.52283406,-,14.69999981,25.57806969,87,94.90196228,51.76470566,1335,-,0.23219657,-,-,-,13.63354778,16,9.89999962,2048.391113
Sat Aug 16 19:01:15 GMT+05:30 2014,01:15.0,79.86431938,6.88786038,2.75,5,-82.59999847,341.9,0.15322891,-7.06768322,6.11957932,-0.02787805,-0.03747888,0.0068336,-0.72045696,0.52381033,-,14.69999981,25.5753212,87,90.98039246,51.76470566,1700.75,-,0.23237504,-,-,-,13.63354778,17,9.89999962,2048.854004
Sat Aug 16 19:01:16 GMT+05:30 2014,01:15.5,79.864303,6.88791096,3.5,5,-84,340.8,0,-8.24563026,6.18661737,0.06981283,0.05117185,0,-0.84053314,0.53064394,-,14.69999981,25.57289314,87,92.15686798,54.50980377,1777.25,-,0.23256484,-,-,-,13.48850918,18,12.59999943,2049.354004
Sat Aug 16 19:01:16 GMT+05:30 2014,01:16.0,79.864303,6.88791096,3.5,5,-84,340.8,-0.41180268,-6.62715054,6.02381134,-0.06711513,0.07048623,-0.00878606,-0.82588971,0.58043164,-,14.69999981,25.57289314,88,92.15686798,55.68627548,1862.5,-,0.23279756,-,-,-,13.48850918,18,12.59999943,2049.837891
Sat Aug 16 19:01:17 GMT+05:30 2014,01:16.5,79.86429012,6.88794865,4,5,-84.19999695,341,0.48841715,-7.75721359,5.67904663,0.00026798,-0.07962156,0.09567044,-0.77707827,0.47890383,-,14.69999981,25.5714283,88,92.94117737,39.2156868,1862.5,-,0.23279756,-,-,-,13.48850918,21,14.39999962,2050.340088
Sat Aug 16 19:01:17 GMT+05:30 2014,01:17.0,79.86429012,6.88794865,4,5,-84.19999695,341,0.32561144,-7.94874954,5.88015938,0.02742702,-0.01620452,0.01757212,-0.78098321,0.49745214,-,14.69999981,25.5702858,88,60.7843132,39.2156868,1314.75,-,0.23291123,-,-,-,11.89309406,22,14.39999962,2050.888916
Sat Aug 16 19:01:18 GMT+05:30 2014,01:17.5,79.86427919,6.8880012,4.5,5,-84.19999695,343.5,0.1436521,-7.37414122,6.35899973,0.01169622,-0.02931259,0.02733441,-0.7302193,0.53845376,-,14.69999981,25.56914139,88,75.6862793,3.52941179,939.75,-,0.23294157,-,-,-,3.33586788,22,16.19999886,2051.381104
Sat Aug 16 19:01:18 GMT+05:30 2014,01:18.0,79.86427919,6.8880012,4.5,5,-84.19999695,343.5,0.04788403,-7.46033239,6.31111574,0.01511097,-0.01127206,0.02538195,-0.74486274,0.54919231,-,14.69999981,25.56914139,87,75.6862793,49.80392075,1775,-,0.2331081,-,-,-,13.34347153,22,16.19999886,2051.852051
Sat Aug 16 19:01:19 GMT+05:30 2014,01:18.5,79.86427721,6.88806117,5,5,-84.40000153,346.6,0.64164603,-6.16746378,5.62158537,-0.12782168,0.13907382,0.0234295,-0.87665367,0.6263144,-,14.69999981,25.56831932,87,89.41176605,56.47058868,1775,-,0.23331983,-,-,-,13.63354778,23,18,2052.37793
Sat Aug 16 19:01:19 GMT+05:30 2014,01:19.0,79.86427721,6.88806117,5,5,-84.40000153,346.6,0.24899697,-6.83784008,5.93762016,-0.05751008,-0.07619458,0.02538195,-0.6970275,0.50526196,-,14.69999981,25.56813812,87,93.72549438,58.03921509,1870.25,-,0.23331983,-,-,-,13.63354778,25,18,2052.849121
Sat Aug 16 19:01:20 GMT+05:30 2014,01:19.5,79.8642587,6.88811912,6,5,-84,346.5,-0.06703765,-7.7189064,6.28238535,0.03353685,0.01488339,-0.0068336,-0.78684056,0.54040623,-,14.69999981,25.56859589,87,93.33333588,58.03921509,1973.25,-,0.23354539,-,-,-,13.48850918,27,21.59999847,2053.343994
Sat Aug 16 19:01:20 GMT+05:30 2014,01:20.0,79.8642587,6.88811912,6,5,-84,346.5,0.2681506,-6.86657047,6.93360806,0.08892781,-0.09825623,0.08395569,-0.67750293,0.48866609,-,14.69999981,25.56937408,87,93.33333588,57.25490189,2040.5,-,0.23381354,-,-,-,13.34347153,28,21.59999847,2053.891113
Sat Aug 16 19:01:21 GMT+05:30 2014,01:20.5,79.86423622,6.88820515,6.75,5,-83.5,347.3,0.63206923,-6.82826328,6.10042572,-0.0454008,-0.02388633,0.06443111,-0.73510045,0.53845376,-,14.69999981,25.56937408,87,91.37255096,56.47058868,2040.5,-,0.23406145,-,-,-,13.19843388,28,24.29999924,2054.395996
Sat Aug 16 19:01:21 GMT+05:30 2014,01:21.0,79.86423622,6.88820515,6.75,5,-83.5,347.3,0.67995328,-7.4220252,6.20577097,0.0076313,-0.09122372,0.06833603,-0.67750293,0.50135708,-,14.69999981,25.5704689,87,91.37255096,55.68627548,2070.25,-,0.23406145,-,-,-,13.19843388,29,24.29999924,2054.820068
Sat Aug 16 19:01:22 GMT+05:30 2014,01:21.5,79.86421218,6.88829404,8.25,5,-83.80000305,347.7,0.30645782,-6.64630413,5.72693062,-0.08613074,-0.10482505,0.03123933,-0.67750293,0.48378497,-,14.69999981,25.57220459,87,90.98039246,56.07843018,2070.25,-,0.23427454,-,-,-,13.19843388,31,29.69999886,2055.384033
Sat Aug 16 19:01:22 GMT+05:30 2014,01:22.0,79.86421218,6.88829404,8.25,5,-83.80000305,347.7,0.19153613,-7.4411788,6.19619417,0.00626534,-0.16268094,0.0370967,-0.7585299,0.5316202,-,14.69999981,25.5742569,87,90.98039246,56.07843018,2082.75,-,0.23451777,-,-,-,13.34347153,32,29.69999886,2055.879883
Sat Aug 16 19:01:23 GMT+05:30 2014,01:22.5,79.86418293,6.88838275,9,5,-83.90000153,347.6,0.22984336,-7.46990919,6.51222849,0.02946824,-0.02703544,0.01171475,-0.75657743,0.56383568,-,14.69999981,25.57662773,87,90.98039246,55.68627548,2087.5,-,0.23475809,-,-,-,13.19843388,33,32.39999771,2056.375
Sat Aug 16 19:01:23 GMT+05:30 2014,01:23.0,79.86418293,6.88838275,9,5,-83.90000153,347.6,0.29688102,-7.85298157,5.7939682,0.01426822,-0.05613833,0.0439303,-0.73607665,0.48866609,-,14.69999981,25.57662773,87,90.98039246,56.07843018,1914,-,0.23499458,-,-,-,13.19843388,33,32.39999771,2056.873047
Sat Aug 16 19:01:24 GMT+05:30 2014,01:23.5,79.86416323,6.8884702,9.25,5,-83.80000305,348,0.4405331,-8.01578712,5.43004942,0.00695819,0.0237696,0.03123933,-0.84736669,0.45352185,-,14.69999981,25.57963562,87,89.41176605,16.86274529,1914,-,0.23499458,-,-,-,13.19843388,35,33.29999924,2057.38208
Sat Aug 16 19:01:24 GMT+05:30 2014,01:24.0,79.86416323,6.8884702,9.25,5,-83.80000305,348,0.07661445,-7.50821638,5.29597425,-0.04436487,0.00235133,0.04100162,-0.84931916,0.43985465,-,14.69999981,25.5826416,87,21.56862831,16.86274529,1136.5,-,0.23499458,-,-,-,4.35113192,35,33.29999924,2057.879883
Sat Aug 16 19:01:25 GMT+05:30 2014,01:24.6,79.86414091,6.88855573,9.5,5,-84.69999695,348.7,0.09576806,-7.00064564,5.41089582,-0.07901198,-0.06327546,0.03319179,-0.72826684,0.48768988,-,14.69999981,25.58564568,87,21.56862831,5.88235283,261.5,-,0.23499458,-,-,-,2.75571704,35,34.20000076,2058.426025
Sat Aug 16 19:01:25 GMT+05:30 2014,01:25.0,79.86414091,6.88855573,9.5,5,-84.69999695,348.7,0.07661445,-7.07726002,5.7939682,-0.04860675,-0.06416061,0.02440573,-0.71948075,0.49745214,-,13.96338463,25.58564568,87,86.27451324,45.49019623,261.5,-,0.23513667,-,-,-,11.31294346,35,34.20000076,2058.894043
Sat Aug 16 19:01:26 GMT+05:30 2014,01:25.5,79.86412143,6.8886548,9.75,5,-84.5,348.6,0.09576806,-7.30710363,6.04296494,-0.01437062,0.0136747,0.01952458,-0.81319875,0.50428575,-,14.47345161,25.58864784,87,96.47058868,49.41176605,1199,-,0.23513667,-,-,-,11.31294346,35,35.09999847,2059.39502
Sat Aug 16 19:01:26 GMT+05:30 2014,01:26.0,79.86412143,6.8886548,9.75,5,-84.5,348.6,0.1340753,-8.37012959,6.49307489,0.09893876,0.08030772,0.01366721,-0.85322416,0.56188327,-,14.47345161,25.59196663,86,94.11764526,49.41176605,1813.25,-,0.23540784,-,-,-,13.34347153,36,35.09999847,2059.887939
Sat Aug 16 19:01:27 GMT+05:30 2014,01:26.5,79.86409338,6.88874946,10,5,-84.69999695,347.8,0.35434186,-7.82425117,5.20020628,-0.02264988,-0.00001001,0.0439303,-0.79953152,0.43009236,-,14.69999981,25.59560204,86,48.62745285,49.01960754,1392.75,-,0.23550795,-,-,-,11.45798111,37,36,2060.38208
Sat Aug 16 19:01:27 GMT+05:30 2014,01:27.0,79.86409338,6.88874946,10,5,-84.69999695,347.8,0.69910687,-7.7284832,5.14274502,-0.03202361,-0.05069937,0.07126471,-0.78781682,0.42423496,-,14.69999981,25.59560204,86,48.62745285,4.31372547,553,-,0.23550795,-,-,-,3.04579258,37,36,2060.868896
Sat Aug 16 19:01:28 GMT+05:30 2014,01:27.5,79.86406525,6.88884841,10.5,5,-84.80000305,347.1,0.66079968,-7.73806,4.95120907,-0.04213667,-0.06081593,0.06735981,-0.78879303,0.40471038,-,14.69999981,25.59923553,87,22.74509811,28.23529434,553,-,0.23550795,-,-,-,3.04579258,37,37.79999924,2061.352051
Sat Aug 16 19:01:28 GMT+05:30 2014,01:28.0,79.86406525,6.88884841,10.5,5,-84.80000305,347.1,0.72783732,-8.17859268,5.58327818,0.03116673,0.01251255,0.0741934,-0.83369952,0.46914148,-,14.69999981,25.6025486,87,86.66667175,28.23529434,114,-,0.23550795,-,-,-,4.78624535,36,37.79999924,2061.888916
Sat Aug 16 19:01:29 GMT+05:30 2014,01:28.5,79.86404798,6.88893528,10.25,5,-84,348,0.62249243,-7.88171196,5.43004942,-0.00328684,-0.02195279,0.06345488,-0.80343646,0.45352185,-,14.69999981,25.60585785,87,0,0,0,-,0.23553255,-,-,-,11.31294346,36,36.89999771,2062.332031
Sat Aug 16 19:01:29 GMT+05:30 2014,01:29.0,79.86404798,6.88893528,10.25,5,-84,348,0.45968673,-7.70932961,5.33428144,-0.02420694,-0.04288007,0.04685899,-0.78586435,0.44375956,-,14.69999981,25.60585785,87,0,0,0,-,0.23553255,-,-,-,14.64881134,36,36.89999771,2062.844971
Sat Aug 16 19:01:30 GMT+05:30 2014,01:29.5,79.86402457,6.88903966,10.5,5,-84.69999695,348,0.74699092,-7.83382797,5.5066638,-0.00192797,0.03914423,0.07126471,-0.85224795,0.48964232,-,14.69999981,25.60884857,87,0,0,0,-,0.23553255,-,-,-,14.64881134,35,37.79999924,2063.342041
Sat Aug 16 19:01:30 GMT+05:30 2014,01:30.0,79.86402457,6.88903966,10.5,5,-84.69999695,348,0.78529817,-7.75721359,5.25766706,-0.02239233,-0.02786256,0.07224095,-0.79953152,0.44766447,-,14.69999981,25.61151695,87,0,0,0,-,0.23553255,-,-,-,14.64881134,34,37.79999924,2063.851074
Sat Aug 16 19:01:31 GMT+05:30 2014,01:30.5,79.86399904,6.88912625,10.012492,5,-84.80000305,347.5,0.83318222,-7.93917274,4.85544109,-0.02855915,0.00726866,0.08493192,-0.80929381,0.39494812,-,14.69999981,25.61386681,87,0,0,0,-,0.23553255,-,-,-,14.64881134,33,36.04497147,2064.396973
Sat Aug 16 19:01:31 GMT+05:30 2014,01:31.0,79.86399904,6.88912625,10.012492,5,-84.80000305,347.5,0.84275901,-8.01578712,4.67348194,-0.03126568,-0.05895801,0.08395569,-0.81417495,0.36370876,-,14.69999981,25.61386681,87,0,0,0,-,0.23553255,-,-,-,14.64881134,33,36.04497147,2064.846924
Sat Aug 16 19:01:32 GMT+05:30 2014,01:31.5,79.86398328,6.88923587,10.012492,5,-84.90000153,348.4,0.93852705,-8.45632076,4.77882671,0.01374525,-0.05029259,0.08200324,-0.82491344,0.36273253,-,14.69999981,25.61557961,88,0,0,0,-,0.23553255,-,-,-,14.64881134,31,36.04497147,2065.326904
Sat Aug 16 19:01:32 GMT+05:30 2014,01:32.0,79.86398328,6.88923587,10.012492,5,-84.90000153,348.4,0.91937345,-8.19774628,4.95120907,-0.00027078,-0.03219656,0.07907455,-0.84541428,0.36370876,-,14.69999981,25.61665535,88,0,0,0,-,0.23553255,-,-,-,14.64881134,29,36.04497147,2065.843994
Sat Aug 16 19:01:33 GMT+05:30 2014,01:32.5,79.8639633,6.88929956,9,5,-85.09999847,346.7,0.56503159,-8.33182144,4.76924992,-0.00068676,-0.0288367,0.0976229,-0.82296103,0.38616207,-,14.69999981,25.61741257,88,0,0,0,-,0.23553255,-,-,-,14.64881134,28,32.39999771,2066.326904
Sat Aug 16 19:01:33 GMT+05:30 2014,01:33.0,79.8639633,6.88929956,9,5,-85.09999847,346.7,0.66079968,-8.01578712,4.98951626,-0.01617604,0.00468534,0.08297946,-0.84346181,0.40861529,-,14.69999981,25.61741257,88,0,0,0,-,0.23553255,-,-,-,14.64881134,28,32.39999771,2066.874023
Sat Aug 16 19:01:34 GMT+05:30 2014,01:33.5,79.86394071,6.88936904,8.265138,5,-85.80000305,344.6,0.76614451,-8.30309105,5.00866985,0.01054204,-0.00811922,0.07809832,-0.84639049,0.41056776,-,14.69999981,25.61689949,88,0,0,0,-,0.23553255,-,-,-,14.64881134,24,29.75449562,2067.361084
Sat Aug 16 19:01:34 GMT+05:30 2014,01:34.0,79.86394071,6.88936904,8.265138,5,-85.80000305,344.6,0.70868373,-8.41801357,4.46279192,-0.00708103,-0.02574829,0.07224095,-0.8581053,0.35492271,-,14.69999981,25.61606789,88,0,0,0,-,0.23553255,-,-,-,14.64881134,23,29.75449562,2067.852051
Sat Aug 16 19:01:35 GMT+05:30 2014,01:34.5,79.86391907,6.88943492,7.5,5,-85.30000305,344,0.80445176,-7.90086555,4.09887314,-0.06998169,-0.08867045,0.08200324,-0.80538893,0.317826,-,14.69999981,25.61428642,88,0,0,0,-,0.23553255,-,-,-,14.64881134,20,27,2068.379883
Sat Aug 16 19:01:35 GMT+05:30 2014,01:35.0,79.86391907,6.88943492,7.5,5,-85.30000305,344,0.8810662,-8.48505116,4.19464159,-0.01197088,-0.04096139,0.09957536,-0.85615289,0.31977844,-,14.69999981,25.61186981,88,0,0,0,-,0.23553255,-,-,-,14.64881134,18,27,2068.883057
Sat Aug 16 19:01:36 GMT+05:30 2014,01:35.5,79.86389968,6.88949482,6.75,5,-85.5,345,1.13963997,-8.34139919,3.95522118,-0.03281522,0.00611012,0.10543273,-0.89227331,0.30318257,-,14.69999981,25.61186981,88,0,0,0,-,0.23553255,-,-,-,14.64881134,18,24.29999924,2069.385986
Sat Aug 16 19:01:36 GMT+05:30 2014,01:36.0,79.86389968,6.88949482,6.75,5,-85.5,345,1.18752408,-8.6765871,3.92649078,-0.0026685,-0.0183118,0.12202863,-0.87860614,0.31977844,-,14.69999981,25.60850334,88,0,0,0,-,0.23553255,-,-,-,14.64881134,15,24.29999924,2069.858887
Sat Aug 16 19:01:37 GMT+05:30 2014,01:36.5,79.86389867,6.88953396,5.5,6,-85.19999695,347.4,1.14921677,-8.71489429,3.95522118,0.00158745,-0.01707687,0.11714748,-0.88836837,0.30318257,-,14.69999981,25.60355186,88,0,0,0,-,0.23553255,-,-,-,14.64881134,10,19.79999924,2070.358887
Sat Aug 16 19:01:37 GMT+05:30 2014,01:37.0,79.86389867,6.88953396,5.5,6,-85.19999695,347.4,1.13963997,-8.6957407,4.06056595,0.00416982,-0.01506954,0.11421879,-0.88739216,0.31099239,-,14.69999981,25.59733582,88,0,0,0,-,0.23553255,-,-,-,14.64881134,6,19.79999924,2070.883057
Sat Aug 16 19:01:38 GMT+05:30 2014,01:37.5,79.86390053,6.88954977,3.75,6,-85.30000305,349.4,0.9672575,-8.44674397,4.42448473,-0.00400543,-0.03191763,0.09371798,-0.85517663,0.34320799,-,14.69999981,25.59733582,88,0,0,0,-,0.23553255,-,-,-,14.64881134,6,13.5,2071.327881
Sat Aug 16 19:01:38 GMT+05:30 2014,01:38.0,79.86390053,6.88954977,3.75,6,-85.30000305,349.4,0.18195933,-7.29752684,5.70777702,-0.03641534,-0.03639603,0.02440573,-0.76731598,0.4818325,-,14.69999981,25.59017372,88,0,0,0,-,0.23553255,-,-,-,14.64881134,3,13.5,2071.896973
Sat Aug 16 19:01:39 GMT+05:30 2014,01:38.5,79.86388858,6.88956658,3,6,-85,345.2,0.35434186,-7.70932961,5.56412458,-0.01115936,-0.02982804,0.03612047,-0.78586435,0.46718904,-,14.69999981,25.58301735,88,0,0,0,-,0.23553446,-,-,-,14.64881134,3,10.79999924,2072.391113
Sat Aug 16 19:01:39 GMT+05:30 2014,01:39.0,79.86388858,6.88956658,3,6,-85,345.2,0.38307226,-7.62313843,5.5162406,-0.02101791,-0.05379156,0.03807293,-0.76536351,0.45449808,-,14.69999981,25.58301735,88,0,0,0,-,0.23553646,-,-,-,14.64881134,3,10.79999924,2072.893066
Sat Aug 16 19:01:40 GMT+05:30 2014,01:39.5,79.86389005,6.88956597,2,6,-84.69999695,343.2,0.35434186,-7.62313843,5.57370138,-0.01768953,-0.03449176,0.03221555,-0.78098321,0.46621281,-,14.69999981,25.57586288,88,0,0,0,-,0.23553646,-,-,-,14.64881134,3,7.19999981,2073.373047
Sat Aug 16 19:01:40 GMT+05:30 2014,01:40.0,79.86389005,6.88956597,2,6,-84.69999695,343.2,0.32561144,-7.63271523,5.54497099,-0.01873034,-0.0324419,0.0370967,-0.77903074,0.46523657,-,14.69999981,25.56871414,88,0,0,0,-,0.23553866,-,-,-,14.64881134,3,7.19999981,2073.887939
Sat Aug 16 19:01:41 GMT+05:30 2014,01:40.5,79.86388695,6.88957,1.25,7,-85,348.1,0.34476504,-7.62313843,5.57370138,-0.01772559,-0.03506779,0.03416802,-0.77707827,0.46816528,-,14.69999981,25.56156921,88,0,0,0,-,0.23554066,-,-,-,14.64881134,3,4.5,2074.388916
Sat Aug 16 19:01:41 GMT+05:30 2014,01:41.0,79.86388695,6.88957,1.25,7,-85,348.1,0.32561144,-7.63271523,5.57370138,-0.01700711,-0.03424486,0.03514424,-0.77903074,0.46914148,-,14.69999981,25.56156921,88,0,0,0,-,0.23554277,-,-,-,14.64881134,3,4.5,2074.844971
Sat Aug 16 19:01:42 GMT+05:30 2014,01:41.5,79.86388696,6.88956738,1,7,-84.90000153,347.5,0.33518824,-7.64229202,5.55454779,-0.01733339,-0.03546419,0.03319179,-0.77903074,0.46718904,-,14.69999981,25.56156921,88,0,0,0,-,0.23554277,-,-,-,14.64881134,0,3.5999999,2074.903076
Sat Aug 16 19:01:42 GMT+05:30 2014,01:42.0,79.86388696,6.88956738,1,7,-84.90000153,347.5,0.32561144,-7.65186882,5.56412458,-0.01600468,-0.03614765,0.03612047,-0.77805454,0.46718904,-,14.69999981,25.56156921,88,0,0,0,-,0.23554491,-,-,-,14.64881134,0,3.5999999,2074.903076
Sat Aug 16 19:01:43 GMT+05:30 2014,01:42.5,79.86387532,6.88956776,0.5,8,-85.40000153,347.5,0.32561144,-7.63271523,5.57370138,-0.01700711,-0.03534506,0.0302631,-0.780007,0.46621281,-,14.69999981,25.56156921,88,0,0,0,-,0.23554681,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:43 GMT+05:30 2014,01:43.0,79.86387532,6.88956776,0.5,8,-85.40000153,347.5,0.2777274,-7.65186882,5.55454779,-0.01673383,-0.03540438,0.02831064,-0.780007,0.46621281,-,14.69999981,25.56156921,88,0,0,0,-,0.23554884,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:44 GMT+05:30 2014,01:43.5,79.86387238,6.88956364,0.5,8,-85.5,347.5,0.07661445,-7.4220252,5.8131218,-0.01995325,-0.0346755,0.01171475,-0.76829219,0.48378497,-,14.69999981,25.56156921,88,0,0,0,-,0.23554884,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:44 GMT+05:30 2014,01:44.0,79.86387238,6.88956364,0.5,8,-85.5,347.5,0.04788403,-7.50821638,5.76523781,-0.01602101,-0.03469131,0.00488114,-0.76536351,0.48768988,-,14.69999981,25.56156921,88,0,0,0,-,0.23555125,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:45 GMT+05:30 2014,01:44.5,79.8638636,6.88955711,0.5,10,-85.5,347.5,0.02873042,-7.51779318,5.74608421,-0.01644129,-0.03607098,0.00195246,-0.76438731,0.48671365,-,14.69999981,25.56156921,88,0,0,0,-,0.23555301,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:45 GMT+05:30 2014,01:45.0,79.8638636,6.88955711,0.5,10,-85.5,347.5,-0.25857377,-7.25921965,6.17704058,-0.00901806,-0.03568372,-0.03221555,-0.73998159,0.52966774,-,14.69999981,25.56156921,88,0,0,0,-,0.23555481,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:46 GMT+05:30 2014,01:45.5,79.8638603,6.8895619,0.5,10,-85.5,347.5,-0.06703765,-6.86657047,6.78995609,0.00340438,-0.03000057,-0.01366721,-0.70483732,0.5921464,-,14.69999981,25.56156921,88,0,0,0,-,0.23555481,-,-,-,14.64881134,0,1.79999995,2074.903076
Sat Aug 16 19:01:46 GMT+05:30 2014,01:46.0,79.8638603,6.8895619,0.5,10,-85.5,347.5,0.22984336,-6.7803793,6.78995609,-0.00256675,-0.02123247,0.0234295,-0.69117016,0.5921464,-,14.69999981,25.55474663,88,0,0,0,-,0.23555715,-,-,-,14.64881134,4,1.79999995,2075.23999
Sat Aug 16 19:01:47 GMT+05:30 2014,01:46.5,79.86386607,6.88957007,0.5,9,-85.5,347.5,0.05746084,-6.73249531,7.10599041,0.0168612,-0.0244341,0.0234295,-0.67359799,0.60483736,-,14.69999981,25.5485611,88,76.07843018,0,713.25,-,0.23556606,-,-,-,14.35873604,6,1.79999995,2075.735107
Sat Aug 16 19:01:47 GMT+05:30 2014,01:47.0,79.86386607,6.88957007,0.5,9,-85.5,347.5,0.33518824,-6.60799646,6.94318485,-0.00333214,-0.02628442,0,-0.6804316,0.59605128,-,11.72258663,25.54301071,88,76.07843018,43.13725662,1598.25,-,0.23568532,-,-,-,13.48850918,8,1.79999995,2076.233887
Sat Aug 16 19:01:48 GMT+05:30 2014,01:47.5,79.86387335,6.88958761,1,9,-85.09999847,349.6,-0.28730419,-7.19218206,6.59841967,0.01438117,-0.02256875,-0.03123933,-0.71264714,0.56774062,-,14.69999981,25.54301071,89,85.88235474,57.25490189,1598.25,-,0.23596367,-,-,-,13.19843388,8,3.5999999,2076.702881
Sat Aug 16 19:01:48 GMT+05:30 2014,01:48.0,79.86387335,6.88958761,1,9,-85.09999847,349.6,-0.2777274,-7.13472128,5.67904663,-0.0510093,-0.07685035,-0.03612047,-0.71459961,0.48280874,-,14.69999981,25.53904533,89,95.29412079,51.76470566,1824,-,0.23596367,-,-,-,13.19843388,13,3.5999999,2077.201904
Sat Aug 16 19:01:49 GMT+05:30 2014,01:48.6,79.86385933,6.88962287,1.75,9,-84.09999847,346.1,0.32561144,-7.86255836,5.34385824,-0.03809518,-0.05414036,0.03319179,-0.78879303,0.42033005,-,14.69999981,25.5357151,89,84.31372833,51.76470566,1185,-,0.23609054,-,-,-,13.34347153,15,6.29999971,2077.844971
